baseline_rank,canonical_reported_name,province_reported,city_reported,trial_count_within_name_group,trial_example_url,name_verification_status,location_verification_status,official_hospital_id,official_name,filing_number,approved_name_evidence_json,unapproved_reference_leads_json,next_action,check_method
763,The Central Hospital of Wuhan,,Wuhan,20,https://clinicaltrials.gov/study/NCT01918098,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
764,The First Affiliated Hospital of Dalian Medical University,,Dalian,20,https://clinicaltrials.gov/study/NCT02137577,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
765,The Second Affiliated Hospital of Guangzhou Medical University,,Guangzhou,20,https://clinicaltrials.gov/study/NCT02914158,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
766,The Second Hospital of Lanzhou University,Gansu,Lanzhou,20,https://clinicaltrials.gov/study/NCT01238705,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
767,The Second People's Hospital of Neijiang,Sichuan,Neijiang,20,https://clinicaltrials.gov/study/NCT03388593,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
768,The Second People's Hospital of Shenzhen,Guangdong,Shenzhen,20,https://clinicaltrials.gov/study/NCT01677208,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
769,The Sixth People's Hospital of Zhengzhou,Henan,Zhengzhou,20,https://clinicaltrials.gov/study/NCT02120638,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-a142e98bc0a803336a3b193e17e91236"", ""official_name"": ""河南省传染病医院（郑州市第六人民医院）"", ""candidate_alias"": ""The Sixth People's Hospital of Zhengzhou"", ""source_url"": ""https://ror.org/046znv447"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
770,The Third Affiliated Hospital of Southern Medical University,Guangdong,Guangzhou,20,https://clinicaltrials.gov/study/NCT02796079,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
771,The University of Hong Kong-Shenzhen Hospital,,Shenzhen,20,https://clinicaltrials.gov/study/NCT02831959,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
772,Tianjin Academy of Traditional Chinese Medicine Affiliated Hospital,Tianjin Municipality,Tianjin,20,https://clinicaltrials.gov/study/NCT04162899,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
773,Tianjin Anding Hospital,Tianjin Municipality,Tianjin,20,https://clinicaltrials.gov/study/NCT01516424,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-4513d0e5c0a80333752f89bce81d221b"", ""official_name"": ""天津市安定医院"", ""candidate_alias"": ""Tianjin Anding Hospital"", ""source_url"": ""https://ror.org/011n2s048"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
774,Tianjin Medical University Eye Hospital,,Tianjin,20,https://clinicaltrials.gov/study/NCT03159884,verified_name_relation,requires_location_review,,,,"[{""hospital_id"": ""cnha-cfdi-4334524bc0a8033354020bfe4fd76b68"", ""official_name"": ""天津医科大学眼科医院"", ""filing_number"": ""药临床机构备字2019000034"", ""alias"": ""Tianjin Medical University Eye Hospital"", ""normalized_alias"": ""tianjinmedicaluniversityeyehospital"", ""kind"": ""english_name"", ""evidence_status"": ""official_source_reviewed"", ""source_url"": ""https://gs.tmu.edu.cn/_upload/article/files/25/92/b1ddeac8440d816796748f7f9544/6b270462-3758-4b0a-85f4-f306c880f31e.pdf"", ""accessed_at"": ""2026-09-05"", ""valid_from"": """", ""valid_to"": """"}]",[],"Verify reported province, city and campus against the study record before assigning an institution ID",deterministic reconciliation of source-reviewed assertions; not a new manual source review
775,Tianjin Third Central Hospital,Tianjin Municipality,Tianjin,20,https://clinicaltrials.gov/study/NCT00664846,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-207c0e3cc0a80333422f4492f05bd844"", ""official_name"": ""天津市第三中心医院"", ""candidate_alias"": ""Tianjin Third Central Hospital"", ""source_url"": ""https://ror.org/00911j719"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
776,Tongji Hospital,,Wuhan,20,https://clinicaltrials.gov/study/NCT01431781,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
777,Weihai Municipal Hospital,Shandong,Weihai,20,https://clinicaltrials.gov/study/NCT03189901,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-4b83d9e7c0a803334076ba9db495e4b9"", ""official_name"": ""威海市立医院"", ""candidate_alias"": ""Weihai Municipal Hospital"", ""source_url"": ""https://ror.org/03vpa9q11"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
778,Xiangya Hospital,Hunan,Changsha,20,https://clinicaltrials.gov/study/NCT01192854,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
779,Xinhua Hospital,Shanghai Municipality,Shanghai,20,https://clinicaltrials.gov/study/NCT01786759,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-ea2747e5c0a80333638fd0970d6d734c"", ""official_name"": ""上海交通大学医学院附属新华医院"", ""candidate_alias"": ""XinHua Hospital"", ""source_url"": ""https://ror.org/04dzvks42"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
780,Zhejiang Hospital,,Hangzhou,20,https://clinicaltrials.gov/study/NCT02239120,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-f338e66cc0a803337adcdf3ac9b68fa1"", ""official_name"": ""浙江医院"", ""candidate_alias"": ""Zhejiang Hospital"", ""source_url"": ""https://ror.org/02kzr5g33"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
781,Zhujiang Hospital of Southern Medical University,,Guangzhou,20,https://clinicaltrials.gov/study/NCT03466411,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
782,"Affiliated Hangzhou First People's Hospital, Zhejiang University School of Medicine",Zhejiang,Hangzhou,19,https://clinicaltrials.gov/study/NCT03589924,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
783,Affiliated Hospital of Inner Mongolia Medical University,Inner Mongolia,Hohhot,19,https://clinicaltrials.gov/study/NCT02430350,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
784,Affiliated Hospital of Shandong University of Traditional Chinese Medicine,Shandong,Ji'nan,19,https://clinicaltrials.gov/study/NCT02701231,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-601a3506c0a803332c09e912a6ed6a6f"", ""official_name"": ""山东中医药大学附属医院"", ""candidate_alias"": ""Affiliated Hospital of Shandong University of Traditional Chinese Medicine"", ""source_url"": ""https://ror.org/052q26725"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
785,Affiliated Hospital of Southwest Medical University,Sichuan,Luzhou,19,https://clinicaltrials.gov/study/NCT03599284,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-d00dfa19c0a8033361c9f822dde08acc"", ""official_name"": ""西南医科大学附属中医医院"", ""candidate_alias"": ""Affiliated Hospital of Southwest Medical University"", ""source_url"": ""https://ror.org/0014a0n68"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
786,"Beijing Shijitan Hospital, Capital Medical University",Beijing Municipality,Beijing,19,https://clinicaltrials.gov/study/NCT03177499,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
787,Chengdu Xinhua Hospital,Sichuan,Chengdu,19,https://clinicaltrials.gov/study/NCT04683406,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
788,Chenzhou First People's Hospital,Hunan,Chenzhou,19,https://clinicaltrials.gov/study/NCT02121717,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
789,Children's Hospital of Nanjing Medical University,Jiangsu,Nanjing,19,https://clinicaltrials.gov/study/NCT03201848,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
790,"Department of Neurology, General Hospital of Northern Theater Command",,Shenyang,19,https://clinicaltrials.gov/study/NCT04664933,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
791,Deyang People's Hospital,Sichuan,Deyang,19,https://clinicaltrials.gov/study/NCT03541668,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
792,First Hospital of Shanxi Medical University,,Taiyuan,19,https://clinicaltrials.gov/study/NCT02205112,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
793,"Guangzhou Military Region General Hospital, Department of Anesthesiology",Guangdong,Guangzhou,19,https://clinicaltrials.gov/study/NCT01864187,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
794,Handan Central Hospital,Hebei,Handan,19,https://clinicaltrials.gov/study/NCT01677208,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
795,Jiangxi Provincial Children's Hospital,Jiangxi,Nanchang,19,https://clinicaltrials.gov/study/NCT01182025,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-31c31344c0a803337cc19b734c5cf1ef"", ""official_name"": ""江西省儿童医院"", ""candidate_alias"": ""Jiangxi Provincial Children's Hospital"", ""source_url"": ""https://ror.org/03tws3217"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
796,Meihekou Central Hospital,Jilin,Meihekou,19,https://clinicaltrials.gov/study/NCT03388593,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
797,Nanjing Maternity and Child Health Care Hospital,Jiangsu,Nanjing,19,https://clinicaltrials.gov/study/NCT01013090,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
798,Ruijin Hospital Shanghai Jiao Tong University,,Shanghai,19,https://clinicaltrials.gov/study/NCT00689936,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
799,"Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine",,Shanghai,19,https://clinicaltrials.gov/study/NCT02944071,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
800,Shanxi Bethune Hospital,,Taiyuan,19,https://clinicaltrials.gov/study/NCT03500380,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
801,Shengli Oilfield Central Hospital,Shandong,Dongying,19,https://clinicaltrials.gov/study/NCT02534545,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
802,Sichuan Academy of Medical Sciences and Sichuan Provincial Peoples Hospital,Sichuan,Chengdu,19,https://clinicaltrials.gov/study/NCT03358875,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
803,Taizhou Hospital of Zhejiang Province,Zhejiang,Linhai,19,https://clinicaltrials.gov/study/NCT01537276,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
804,Taizhou People's Hospital,Jiangsu,Taizhou,19,https://clinicaltrials.gov/study/NCT00565396,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
805,The Affiliated Hospital of Hangzhou Normal University,Zhejiang,Hangzhou,19,https://clinicaltrials.gov/study/NCT01897805,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
806,The Children's Hospital Zhejiang University School of Medicine,Zhejiang,Hangzhou,19,https://clinicaltrials.gov/study/NCT01500551,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
807,The First Affiliated Hospital of Jilin University,Jilin,Changchun,19,https://clinicaltrials.gov/study/NCT01569516,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
808,The First Hospital of Changsha,Hunan,Changsha,19,https://clinicaltrials.gov/study/NCT01677208,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-13cd3688c0a8033335a695c8d55c6e3d"", ""official_name"": ""长沙市第一医院"", ""candidate_alias"": ""The First Hospital of Changsha"", ""source_url"": ""https://ror.org/01sy5t684"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
809,The Second Affiliated Hospital of Fujian Medical University,Fujian,Quanzhou,19,https://clinicaltrials.gov/study/NCT02959333,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
810,The Southwest Hospital of Amu,Chongqing Municipality,Chongqing,19,https://clinicaltrials.gov/study/NCT04723004,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
811,The Third Affiliated Hospital of Sun Yat-sen University,,Guangzhou,19,https://clinicaltrials.gov/study/NCT00773461,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
812,Tonghua Central Hospital,Jilin,Tonghua,19,https://clinicaltrials.gov/study/NCT02832544,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
813,Weihai Central Hospital,Shandong,Weihai,19,https://clinicaltrials.gov/study/NCT03753061,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
814,West China Second University Hospital,Sichuan,Chengdu,19,https://clinicaltrials.gov/study/NCT02316730,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
815,Wuzhou Red Cross Hospital,Guangxi,Wuzhou,19,https://clinicaltrials.gov/study/NCT02434614,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-87a361ebc0a8033332c5e8986e853e18"", ""official_name"": ""梧州市红十字会医院"", ""candidate_alias"": ""Wuzhou Red Cross Hospital"", ""source_url"": ""https://ror.org/059wqqf58"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
816,Zhongda Hospital Affiliated to Southeast University,Jiangsu,Nanjing,19,https://clinicaltrials.gov/study/NCT04099927,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
817,Zhongshan Hospital of Fudan University,Shanghai Municipality,Shanghai,19,https://clinicaltrials.gov/study/NCT00642239,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
818,Affiliated Cancer Hospital and Institute of Guangzhou Medical University,Guangdong,Guangzhou,18,https://clinicaltrials.gov/study/NCT03084237,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
819,Beijing Boren Hospital,Beijing Municipality,Beijing,18,https://clinicaltrials.gov/study/NCT03952078,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
820,"Changhai Hospital, Second Military Medical University",,Shanghai,18,https://clinicaltrials.gov/study/NCT00653978,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
821,Chinese Academy of Medical Sciences Cancer Hospital,Beijing Municipality,Beijing,18,https://clinicaltrials.gov/study/NCT01232374,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
822,Chongqing General Hospital,,Chongqing,18,https://clinicaltrials.gov/study/NCT03338010,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
823,First Affiliated Hospital of Xiamen University,Fujian,Xiamen,18,https://clinicaltrials.gov/study/NCT01924624,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-f54478f4c0a803337f778cd3b4849179"", ""official_name"": ""厦门大学附属第一医院"", ""candidate_alias"": ""First Affiliated Hospital of Xiamen University"", ""source_url"": ""https://ror.org/0006swh35"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
824,Gansu Wuwei Tumour Hospital,Gansu,Wuwei,18,https://clinicaltrials.gov/study/NCT04033354,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
825,Guizhou Cancer Hospital,Guizhou,Guiyang,18,https://clinicaltrials.gov/study/NCT01516996,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
826,Haikou People's Hospital,Hainan,Haikou,18,https://clinicaltrials.gov/study/NCT01975376,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
827,Hainan Cancer Hospital,Hainan,Haikou,18,https://clinicaltrials.gov/study/NCT03649529,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
828,Hainan Provincial People's Hospital,Hainan,Haikou,18,https://clinicaltrials.gov/study/NCT01721408,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
829,Hebei Yanda Ludaopei Hospital,Hebei,Sanhe,18,https://clinicaltrials.gov/study/NCT02546739,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
830,Huai'an First People's Hospital,,Huai'an,18,https://clinicaltrials.gov/study/NCT03020303,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-87bad074c0a80333038e13e2148ea3da"", ""official_name"": ""南京医科大学附属淮安第一医院（淮安市第一人民医院）"", ""candidate_alias"": ""Huaian First People’s Hospital"", ""source_url"": ""https://ror.org/00xpfw690"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
831,Huai'an Second People's Hospital,Jiangsu,Huai'an,18,https://clinicaltrials.gov/study/NCT03430843,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
832,Jieyang People's Hospital,Guangdong,Jieyang,18,https://clinicaltrials.gov/study/NCT03668496,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-4754f3d4c0a803331cd8fdb4f4406ac0"", ""official_name"": ""揭阳市人民医院（中山大学附属揭阳医院）"", ""candidate_alias"": ""Jieyang People's Hospital"", ""source_url"": ""https://ror.org/03mpy3k07"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
833,Kaifeng Central Hospital,Henan,Kaifeng,18,https://clinicaltrials.gov/study/NCT01897805,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
834,Nantong First People's Hospital,Jiangsu,Nantong,18,https://clinicaltrials.gov/study/NCT03547232,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-95a4d38cc0a803333e4235f2ddb5c2f6"", ""official_name"": ""南通市第一人民医院"", ""candidate_alias"": ""Nantong First People’s Hospital"", ""source_url"": ""https://ror.org/05pdn2z45"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
