canonical_reported_name,province_reported,city_reported,trial_count,active_trial_count,name_variants,resolution_status,candidate_count,first_trial_id,source_url,review_reason,candidates_json
The First Affiliated Hospital of Soochow University,Jiangsu,Suzhou,383,180,The First Affiliated Hospital of Soochow University | the First Affiliated Hospital of Soochow University | The first affiliated hospital of soochow university | The First Affiliated Hospital Of Soochow University | The First affiliated hospital of Soochow University | The first affiliated hospital of Soochow University | The First Affiliated Hospital of Soochow university | The First affiliated Hospital of SooChow University | The first affiliated hospital of Soochow university | The First Affiliated Hospital of Soochow University. | The First Affiliated Hospital OF Soochow University | The First Affiliated Hospital of SOOCHOW UNIVERSITY | The First Affiliated Hospital of soochow University | The First affiliated hospital of SOOCHOW university | The first Affiliated Hospital of Soochow University | The first affiliated Hospital of Soochow University | the first affiliated hospital of Soochow University,unmatched,0,NCT01224353,https://clinicaltrials.gov/study/NCT01224353,,[]
Harbin Medical University Cancer Hospital,Heilongjiang,Harbin,358,178,"Harbin Medical University Cancer Hospital | Harbin Medical University cancer hospital | Harbin Medical university cancer hospital | Harbin medical university cancer hospital | Harbin Medical University - Cancer Hospital | Harbin Medical University cancer Hospital | Harbin Medical University Cancer Hospital, | HARBIN Medical University Cancer Hospital | Harbin medical University cancer hospital | Harbin medical university Cancer Hospital",unmatched,0,NCT01176916,https://clinicaltrials.gov/study/NCT01176916,,[]
"Zhongshan Hospital, Fudan University",Shanghai Municipality,Shanghai,336,149,"Zhongshan Hospital, Fudan University | Zhongshan Hospital Fudan University | Zhongshan Hospital,Fudan University | ZhongShan Hospital Fudan University | Zhongshan hospital, Fudan University | Zhongshan Hospital，Fudan University | Zhongshan hospital Fudan University | ZhongShan hospital FuDan university | ZhongShan Hospital FuDan University | Zhong Shan Hospital Fudan University | Zhongshan Hospital, Fudan university | Zhongshan hospital, Fudan university | Zhongshan hospital,Fudan University | Zhong Shan Hospital, Fu Dan University | Zhongshan Hospital, Fudan University, | ZhongShan Hospital ,FuDan University | Zhongshan Hospital ,Fudan University | Zhongshan Hospital Fudan University. | Zhongshan Hospital, FuDan University | ZhongShan hospital Fudan university | Zhongshan Hospital Fudan university | Zhongshan Hospital,Fudan university | Zhongshan hospital Fudan university",unmatched,0,NCT00561522,https://clinicaltrials.gov/study/NCT00561522,,[]
Beijing Cancer Hospital,,Beijing,333,125,Beijing Cancer Hospital | Beijing Cancer hospital | Beijing cancer hospital | Bei Jing Cancer Hospital | beijing Cancer Hospital,unmatched,0,NCT00312845,https://clinicaltrials.gov/study/NCT00312845,,[]
Cancer Hospital Chinese Academy of Medical Sciences,Beijing Municipality,Beijing,331,172,"Cancer Hospital Chinese Academy of Medical Sciences | Cancer Hospital, Chinese Academy of Medical Sciences | Cancer hospital Chinese academy of medical sciences | Cancer Hospital Chinese Academy Of Medical Sciences | Cancer hospital Chinese Academy of Medical Sciences | Cancer hospital, Chinese Academy of Medical Sciences | Cancer Hospital, Chinese academy of medical sciences | cancer hospital Chinese academy of medical sciences | Cancer Hospital, Chinese Academy of Medical sciences | Cancer hospital, Chinese academy of medical sciences | Cancer Hospital, Chinese Academyof Medical Sciences | Cancer Hospital.Chinese Academy of Medical Sciences | Cancer Hospital，Chinese Academy of Medical Sciences | Cancer hospital Chinese academy of Medical sciences",unmatched,0,NCT00706030,https://clinicaltrials.gov/study/NCT00706030,,[]
Jiangsu Province Hospital,Jiangsu,Nanjing,329,133,Jiangsu Province Hospital | Jiangsu province hospital | JiangSu Province Hospital | Jiang Su Province Hospital | Jiangsu Province hospital | Jiangsu province Hospital,unmatched,0,NCT00395460,https://clinicaltrials.gov/study/NCT00395460,,[]
Fujian Medical University Union Hospital,Fujian,Fuzhou,308,138,"Fujian Medical University Union Hospital | FuJian Medical University Union Hospital | Fujian Medical University Union Hospital, | Fujian Medical University Union hospital | Fujian Medical university union hospital | Fujian medical University Union Hospital | Fujian medical university union hospital",unmatched,0,NCT01074021,https://clinicaltrials.gov/study/NCT01074021,,[]
"The First Affiliated Hospital, Zhejiang University School of Medicine",Zhejiang,Hangzhou,306,156,"The First Affiliated Hospital, Zhejiang University School of Medicine | The First Affiliated Hospital Zhejiang University School of Medicine | The first Affiliated Hospital, Zhejiang University School of Medicine | The First Affiliated Hospital Zhejiang University School Of Medicine | The First Affiliated Hospital，Zhejiang University School of Medicine | the First Affiliated Hospital, Zhejiang University School of Medicine | The First Affiliated Hospital , Zhejiang University School of Medicine | The First Affiliated Hospital,Zhejiang University School of Medicine | The First Affiliated Hospital - Zhejiang University School of Medicine | the First Affiliated Hospital Zhejiang University School of Medicine | The First Affiliated Hospital, Zhejiang University School of Medicine. | The First Affiliated Hospital, Zhejiang University School of medicine | The First Affiliated Hospital, Zhejiang University school of Medicine | The First Affiliated Hospital , Zhejiang University, School of Medicine | The First Affiliated Hospital ， Zhejiang University School of Medicine | The First Affiliated Hospital, Zhejiang University School of Medicine, | The First Affiliated Hospital, Zhejiang University, School of Medicine | The First Affiliated Hospital ，Zhejiang University School of Medicine | The First Affiliated Hospital, Zhejiang University School Of Medicine | The First Affiliated Hospital. Zhejiang University School Of Medicine | The First Affiliated Hospital. Zhejiang University School of Medicine | The First Affiliated Hospital， Zhejiang University School of Medicine | The first affiliated hospital, Zhejiang University School of Medicine | The first affiliated hospital, Zhejiang University school of medicine | The first affiliated hospital, Zhejiang university school of medicine | THE First Affiliated Hospital ZheJiang University School of Medicine | The First Affiliated Hospital ZheJiang University School Of Medicine | The First Affiliated Hospital,Zhejiang University School Of Medicine | The First affiliated hospital Zhejiang university school of medicine | The first affiliated Hospital Zhejiang University School Of Medicine | The first affiliated hospital Zhejiang university school of medicine | the First Affiliated Hospital,Zhejiang University School of Medicine | the First Affiliated Hospital，Zhejiang University School of Medicine | The First Affiliated Hospitalzhejiang University School of Medicine",unmatched,0,NCT01413074,https://clinicaltrials.gov/study/NCT01413074,,[]
The Second Xiangya Hospital of Central South University,Hu'nan,Changsha,303,109,"The Second Xiangya Hospital of Central South University | The Second Xiangya Hospital Of Central South University | The Second XIANGYA Hospital Of Central South University | The second Xiangya Hospital of Central South University | The second xiangya hospital of central south university | the Second Xiangya Hospital of Central South University | The Second XiangYa Hospital of Central South University | The Second Xiang Ya Hospital of Central South University | The second Xiangya hospital of central south university | The Second Xiangya Hospital of Central South University, | The Second Xiangya Hospital of Central south University | The Second xiangya Hospital of Central South University",unmatched,0,NCT00728013,https://clinicaltrials.gov/study/NCT00728013,,[]
Fujian Cancer Hospital,Fujian,Fu'zhou,298,165,Fujian Cancer Hospital | Fujian cancer hospital | Fujian cancer Hospital | Fujian Cancer hospital | Fujian Cancer Hospital.,unmatched,0,NCT02332499,https://clinicaltrials.gov/study/NCT02332499,,[]
Peking University People's Hospital,,Beijing,297,96,"Peking University People's Hospital | Peking University People's hospital | Peking University People'S Hospital | Peking University Peoples Hospital | Peking University People s Hospital | Peking university people's hospital | Peking University, People's Hospital | Peking University people's hospital",unmatched,0,NCT00312845,https://clinicaltrials.gov/study/NCT00312845,,[]
Chinese PLA General Hospital,Beijing Municipality,Beijing,295,131,Chinese PLA General Hospital | Chinese Pla General Hospital | Chinese PLA general hospital | Chinese PLA GENERAL HOSPITAL | Chinese PLA General hospital | Chinese- PLA General Hospital | chinese PLA general hospital,unmatched,0,NCT00885872,https://clinicaltrials.gov/study/NCT00885872,,[]
Peking University Third Hospital,,Beijing,290,101,"Peking University Third Hospital | Peking University third hospital | Peking university third hospital | PEKING UNIVERSITY Third HOSPITAL | Peking University - Third Hospital | Peking University, Third Hospital",unmatched,0,NCT00722137,https://clinicaltrials.gov/study/NCT00722137,,[]
Xiangya Hospital Central South University,Hu'nan,Changsha,278,116,"Xiangya Hospital Central South University | Xiangya Hospital, Central South University | Xiangya Hospital Central-South University | XiangYa Hospital CentralSouth University | Xiangya hospital central south university | XiangYa Hospital Central South University | Xiang Ya Hospital Central South University | XiangYa Hospital, Central South University | Xiangya Hospital Central-south University | Xiangya Hospital, Central South University, | Xiangya Hospital, Central-South University | Xiangya Hospital Central South university | Xiangya Hospital,Central South University | Xiangya Hospital，Central South University | Xiangya hospital Central South University | Xiangya hospital central-south university | Xiangya hospital，Central South University",unmatched,0,NCT00548223,https://clinicaltrials.gov/study/NCT00548223,,[]
"Sun Yat-sen Memorial Hospital, Sun Yat-sen University",Guangdong,Gu'ang'zhou,268,115,"Sun Yat-sen Memorial Hospital, Sun Yat-sen University | Sun Yat-Sen Memorial Hospital, Sun Yat-Sen University | Sun Yat-sen Memorial Hospital Sun Yat-sen University | Sun Yat-sen Memorial Hospital,Sun Yat-sen University | Sun Yat-Sen Memorial Hospital Sun Yat-Sen University | Sun Yat-Sen Memorial Hospital,Sun Yat-Sen University | Sun Yat-Sen Memorial Hospital, Sun Yat-Sen University, | Sun Yat-Sen Memorial Hospital, Sun Yat-sen University | Sun Yat Sen Memorial Hospital，Sun Yat sen University | Sun Yat-sen Memorial Hospital，Sun Yat-sen University | Sun Yat-sen Memorial Hospital ], Sun Yat-sen University | SUN YAT-SEN Memorial Hospital , SUN YAT-SEN University | Sun Yat-Sen Memorial Hospital , Sun Yat-sen University | SUN YAT-SEN Memorial Hospital, SUN YAT-SEN University | Sun Yat Sen Memorial Hospital， Sun Yat Sen University | Sun Yat-Sen memorial hospital, Sun Yat-Sen University | Sun Yat-sen Memorial Hospital, Sun Yat-Sen University | Sun Yat-sen Memorial hospital, Sun Yat-sen University | Sun Yat-sen memorial hospital, Sun Yat-sen university | SUN YAT-SEN MEMORIAL HOSPITAL SUN YAT-SEN University | Sun Yat Sen memorial hospital Sun Yat Sen university | Sun Yat-Sen Memorial Hospital，Sun Yat-Sen University | Sun Yat-sen Memorial Hospital,SunYat-sen University",unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
"Ruijin Hospital, Shanghai Jiaotong University School of Medicine",Shanghai Municipality,Shanghai,262,103,"Ruijin Hospital, Shanghai Jiaotong University School of Medicine | Ruijin Hospital, Shanghai Jiao Tong University School of Medicine | Ruijin Hospital Shanghai Jiaotong University School of Medicine | Rui Jin Hospital Shanghai Jiao Tong University School of Medicine | Ruijin Hospital Shanghai Jiao Tong University School of Medicine | Ruijin Hospital, Shanghai JiaoTong University School of Medicine | Ruijin hospital, Shanghai Jiao-Tong University School of Medicine | Ruijin Hospital, Shanghai Jiaotong University School Of Medicine | Ruijin hospital, Shanghai Jiaotong University School of Medicine | ruijin hospital, Shanghai Jiao Tong University, School of Medicine | Ruijin Hospital Shanghai JiaoTong University School of Medicine | Ruijin Hospital, Shanghai Jiao Tong University, School of Medicine | Ruijin hospital, Shanghai JiaoTong University School of Medicine | Ruijin hospital, Shanghai jiaotong university school of medicine | Ruijin hospital,Shanghai Jiao Tong University School of Medicine | Rui Jin Hospital, Shanghai Jiao Tong University School of Medicine | Rui Jin Hospital Shanghai Jiao Tong University School Of Medicine | Ruijin Hospital ,Shanghai Jiao Tong University School of Medicine | Ruijin Hospital ，Shanghai Jiao Tong University School of Medicine | Ruijin Hospital, Shanghai Jiao tong University School of Medicine | Ruijin Hospital, Shanghai jiaotong University, School of Medicine | Ruijin Hospital,Shanghai Jiaotong University , School of Medicine | Ruijin Hospital,Shanghai Jiao Tong University School of Medicine | Ruijin Hospital,Shanghai Jiaotong University school of medicine | Ruijin Hospital，Shanghai Jiaotong University，School of medicine",unmatched,0,NCT01328730,https://clinicaltrials.gov/study/NCT01328730,,[]
The First Hospital of China Medical University,Liaoning,Shenyang,255,107,The First Hospital of China Medical University | the First Hospital of China Medical University | The First Hospital Of China Medical University | The first Hospital of China Medical University | The first hospital of china medical university | The first hospital of China medical university | The First Hospital of China medical University | The First hospital of China Medical University | The first hospital of China Medical University,unmatched,0,NCT00796692,https://clinicaltrials.gov/study/NCT00796692,,[]
Tianjin Medical University Cancer Institute and Hospital,Tianjin Municipality,Tianjin,255,119,"Tianjin Medical University Cancer Institute and Hospital | Tianjin Medical University Cancer Institute And Hospital | Tianjin Medical University Cancer Institute and Hospital, | TianJin Medical University Cancer Institute and Hospital | Tianjin Medical University Cancer institute and Hospital | Tianjin Medical University Cancer institute and hospital",unmatched,0,NCT01219192,https://clinicaltrials.gov/study/NCT01219192,,[]
The Affiliated Hospital of Qingdao University,Shandong,Qingdao,247,94,The Affiliated Hospital of Qingdao University | The Affiliated Hospital Of Qingdao University | The affiliated hospital of Qingdao University | The affiliated hospital of qingdao university | the Affiliated Hospital of Qingdao University | the Affiliated Hospital of QIngdao University | The Affiliated Hospital of QingDao University | The affiliated hospital of Qingdao university | The Affiliated hospital of QingDao University | The Affiliated hospital of Qingdao University | The affiliated Hospital of QingDao University | The affiliated Hospital of Qingdao University | the affiliated hospital of Qingdao University,unmatched,0,NCT01176916,https://clinicaltrials.gov/study/NCT01176916,,[]
Shanghai Chest Hospital,Shanghai Municipality,Shanghai,244,130,Shanghai Chest Hospital | Shanghai Chest hospital | Shanghai chest hospital | SHANGHAI CHEST Hospital | ShangHai Chest Hospital,unmatched,0,NCT00708812,https://clinicaltrials.gov/study/NCT00708812,,[]
The First Affiliated Hospital of Xiamen University,Fujian,Xiamen,244,123,The First Affiliated Hospital of Xiamen University | The First Affiliated Hospital Of Xiamen University | The First Affiliated hospital of Xiamen University | the First Affiliated Hospital of Xiamen University | The First affiliated hospital of xiamen university | The first Affiliated Hospital of Xiamen University | The first affiliated hospital of Xiamen University | The first affiliated hospital of Xiamen university | The first affiliated hospital of xiamen university | The First Affi liated Hospital of Xiamen University | The First Affiliated Hospital Of XIAMEN University | The First Affiliated Hospital of XiaMen University | The First affiliated Hospital of Xiamen University | The First affiliated hospital of Xiamen University | the First affiliated hospital of xiamen university | The Firstaffiliated Hospital of Xiamen University,unmatched,0,NCT01714908,https://clinicaltrials.gov/study/NCT01714908,,[]
Henan Provincial People's Hospital,He'nan,Zhengzhou,234,96,Henan Provincial People's Hospital | Henan Provincial People'S Hospital | Henan provincial people's hospital | Henan Provincial Peoples Hospital | Henan Provincial people's Hospital | He'nan Provincial People's Hospital | HeNan Provincial People's Hospital | Henan provincial People's Hospital | Henan Provincial people's hospital | HeNan Provincial Peoples Hospital,unmatched,0,NCT00664846,https://clinicaltrials.gov/study/NCT00664846,,[]
The Third Xiangya Hospital of Central South University,Hu'Nan,Changsha,230,75,The Third Xiangya Hospital of Central South University | the Third Xiangya Hospital of Central South University | The Third Xiangya Hospital Of Central South University | The Third XIANGYA Hospital of Central South University | The third Xiangya Hospital of Central South University | The Third Xiang Ya Hospital of Central South University | The Third XiangYa Hospital of Central South University | The third Xiangya Hospital of central south University | The third xiangya hospital of central south university | The third Xiangya hospital of Central South University,unmatched,0,NCT00869778,https://clinicaltrials.gov/study/NCT00869778,,[]
The First Affiliated Hospital of Wenzhou Medical University,Zhejiang,Wenzhou,226,100,The First Affiliated Hospital of Wenzhou Medical University | the First Affiliated Hospital of Wenzhou Medical University | The first Affiliated hospital of Wenzhou medical University | The first affiliated hospital of Wenzhou medical university | The first affiliated hospital of wenzhou medical university | The first Affiliated Hospital of Wenzhou Medical University | The first Affiliated hospital of Wenzhou Medical University | The first affiliated Hospital of Wenzhou Medical University | The first affiliated hospital of Wenzhou Medical University | the First Affiliated Hospital of wenzhou medical University | The First Affiliated Hospital of WenzhouMedical University | the First Affiliated Hospitalof Wenzhou Medical University,unmatched,0,NCT00869778,https://clinicaltrials.gov/study/NCT00869778,,[]
The First Affiliated Hospital of Chongqing Medical University,Chongqing Municipality,Chongqing,225,95,"The First Affiliated Hospital of Chongqing Medical University | the First Affiliated Hospital of Chongqing Medical University | The First affiliated Hospital of Chongqing Medical University | The first affiliated hospital of chongqing medical university | the first affiliated hospital of Chongqing medical university | "" The First Affiliated Hospital of Chongqing Medical University"" | The First Affiliated Hospital of Chongqing Medical University 。 | The First Affi liated Hospital of Chongqing Medical University | The First Affiliated Hospital Of Chongqing Medical University | The first affiliated hospital of ChongQing medical university | The first affiliated hospital of Chongqing Medical University | The first affiliated hospital of Chongqing medical university",unmatched,0,NCT00327717,https://clinicaltrials.gov/study/NCT00327717,,[]
Anhui Provincial Hospital,Anhui,Hefei,222,96,Anhui Provincial Hospital | Anhui provincial hospital | AnHui Provincial Hospital | AnHui provincial hospital | An Hui Provincial Hospital,unmatched,0,NCT01481831,https://clinicaltrials.gov/study/NCT01481831,,[]
Hubei Cancer Hospital,Hubei,Wuhan,220,86,Hubei Cancer Hospital | Hubei Cancer hospital | Hubei cancer hospital | :Hubei Cancer Hospital | Hubei Cancer Hospital. | HuBei Cancer Hospital | hubei Cancer Hospital,unmatched,0,NCT02297438,https://clinicaltrials.gov/study/NCT02297438,,[]
Tianjin Medical University General Hospital,Tianjin Municipality,Tianjin,220,68,Tianjin Medical University General Hospital | Tianjin medical university general hospital | TianJin Medical University General Hospital | Tianjin Medical University general hospital | Tianjin medical University General Hospital,unmatched,0,NCT00796692,https://clinicaltrials.gov/study/NCT00796692,,[]
Shengjing Hospital of China Medical University,Liaoning,Shenyang,218,72,Shengjing Hospital of China Medical University | Shengjing Hospital Of China Medical University | ShengJing Hospital of China Medical University | Shengjing hospital of China medical university | shengjing hospital of China medical university | Shengjing hospital of China Medical University | Shengjing Hospital of China medical University | Shengjing Hospital of China medical university | Shengjing Hospital of china medical university | Shengjing hospital of China Medical university | Shengjing hospital of china medical university,unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
Zhongnan Hospital of Wuhan University,Hubei,Wuhan,218,101,Zhongnan Hospital of Wuhan University | Zhongnan hospital of Wuhan University | Zhongnan hospital of wuhan university | Zhongnan Hospital of Wuhan university | Zhongnan hospital of Wuhan university | Zhong Nan Hospital of Wuhan University | ZhongNan Hospital Of Wuhan University | Zhongnan Hospital Of Wuhan University | Zhongnan Hospital of WuHan University,unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
The First Affiliated Hospital of Xi'an Jiaotong University,Shaanxi,Xi'an,215,80,"The First Affiliated Hospital of Xi'an Jiaotong University | The First Affiliated Hospital of Xi'an Jiao Tong University | The First Affiliated Hospital of Xian Jiaotong University | The First Affiliated Hospital of Xi 'an Jiaotong University | The First Affiliated Hospital Of Xi'an Jiaotong University | the First Affiliated Hospital of Xi'an Jiaotong University | The First Affiliated Hospital of Xi 'An Jiaotong University | The first affiliated hospital of Xi 'an jiaotong university | The First Affiliated Hospital of Xi'An Jiaotong University | The first affiliated hospital of Xi'an Jiaotong University | The First Affiliated Hospital of Xi'an Jiao Tong University） | The First Affiliated Hospital Of Xi 'an Jiaotong University | The First Affiliated Hospital of Xi'an Jiaotong University, | The first affiliated Hospital of xi'an jiao tong university | The first affiliated hospital of Xi 'an JiaoTong university | the First Affiliated Hospital of Xi 'an Jiaotong University | the First Affiliated Hospital of Xi'an Jiao Tong University | The First Affiliated Hospital Of XI'AN Jiaotong University | The First Affiliated Hospital of Xi An Jiaotong University | The First Affiliated Hospital of Xi an Jiaotong University | The First Affiliated Hospital of Xi'an jiaotong university | The first Affiliated Hospital of Xi'an Jiaotong University | The first affiliated hospital of xi'an jiaotong university",unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
The Affiliated Hospital of Xuzhou Medical University,Jiangsu,Xuzhou,213,101,The Affiliated Hospital of Xuzhou Medical University | The affiliated hospital of Xuzhou Medical University | The Affiliated Hospital Of Xuzhou Medical University | The Affiliated Hospital Of XuZhou Medical University | The affiliated Hospital of Xuzhou Medical University | The affiliated hospital of Xuzhou medical university | The affiliated hospital of xuzhou medical university | The Affiliated Hospital OF Xuzhou Medical University | The Affiliated Hospital of XUZHOU Medical University | The Affiliated Hospital of XuZhou Medical University | The Affiliated Hospital of Xuzhou medical University | The Affiliated hospital of Xuzhou medical University | the affiliated Hospital of Xuzhou Medical University,unmatched,0,NCT02761811,https://clinicaltrials.gov/study/NCT02761811,,[]
Shandong Cancer Hospital,Shandong,Ji'nan,212,113,Shandong Cancer Hospital | Shandong cancer hospital | SHANDONG Cancer Hospital,unmatched,0,NCT01481831,https://clinicaltrials.gov/study/NCT01481831,,[]
China-Japan Friendship Hospital,Beijing Municipality,Beijing,202,90,China-Japan Friendship Hospital | China Japan Friendship Hospital | China-Japan Friendship hospital | China-Japan friendship hospital | China-japan Friendship Hospital | China Japan friendship hospital | China-Japan friendship Hospital | China-japan friendship hospital,unmatched,0,NCT00356798,https://clinicaltrials.gov/study/NCT00356798,,[]
Zhejiang Provincial People's Hospital,Zhejiang,Hangzhou,202,81,Zhejiang Provincial People's Hospital | Zhejiang Provincial Peoples Hospital | ZheJiang Provincial People's Hospital | Zhejiang provincial people's hospital | Zhejiang Provincial People'S Hospital | Zhejiang Provincial People's hospital | Zhejiang Provincial people's Hospital | Zhejiang Provincial Peoples' Hospital | Zhejiang Provincial people's hospital,unmatched,0,NCT01677208,https://clinicaltrials.gov/study/NCT01677208,,[]
Nanjing Drum Tower Hospital,Jiangsu,Nanjing,199,98,Nanjing Drum Tower Hospital | Nanjing Drum Tower hospital | NanJing Drum Tower Hospital | Nanjing Drum tower hospital | Nanjing Drum-Tower Hospital,unmatched,0,NCT00786136,https://clinicaltrials.gov/study/NCT00786136,,[]
"Beijing Friendship Hospital, Capital Medical University",Beijing Municipality,Beijing,198,66,"Beijing Friendship Hospital, Capital Medical University | Beijing Friendship Hospital,Capital Medical University | Beijing Friendship Hospital Capital Medical University | Beijing Friendship hospital, Capital Medical University | beijing Friendship Hospital, Capital Medical University | Beijing Friendship Hospital，Capital Medical University | Beijing Friendship Hospital , Capital Medical University | Beijing Friendship Hospital ,Capital Medical University",unmatched,0,NCT00796692,https://clinicaltrials.gov/study/NCT00796692,,[]
"Nanfang Hospital, Southern Medical University",Guangdong,Guangzhou,198,93,"Nanfang Hospital, Southern Medical University | Nanfang Hospital Southern Medical University | Nanfang Hospital,Southern Medical University | NanFang Hospital, Southern Medical University | Nanfang Hospital，Southern Medical University | NanfangHospital,Southern Medical University | Nan Fang Hospital, Southern Medical University | Nan fang hospital, Southern medical university | Nanfang Hospital ,Southern Medical University | Nanfang Hospital, southern medical university | Nanfang Hospital; Southern Medical University | Nanfang Hospital， Southern Medical University | Nanfang hospital, Southern Medical University | Nanfang hospital, Southern Medical university | Nanfang hospital, Southern medical university",unmatched,0,NCT00548223,https://clinicaltrials.gov/study/NCT00548223,,[]
Shanghai East Hospital,Shanghai Municipality,Shanghai,198,86,Shanghai East Hospital | Shanghai East hospital | Shang hai East Hospital | Shang hai east hospital | ShangHai East hospital | Shanghai east Hospital | Shanghai east hospital,unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
Shanghai Pulmonary Hospital,Shanghai Municipality,Shanghai,197,94,Shanghai Pulmonary Hospital | Shang Hai Pulmonary Hospital | Shanghai pulmonary hospital | Shanghai Pulmonary Hospital; | ShangHai Pulmonary Hospital,unmatched,0,NCT01040780,https://clinicaltrials.gov/study/NCT01040780,,[]
Tianjin Medical University Cancer Institute & Hospital,Tianjin Municipality,Tianjin,196,106,"Tianjin Medical University Cancer Institute & Hospital | Tianjin Medical University Cancer Institute&Hospital | Tianjin medical university cancer institute&hospital | TianJin Medical University Cancer Institute & Hospital | Tianjin Medical University Cancer Institute ＆ Hospital | Tianjin Medical University Cancer institute & Hospital | Tianjin medical university cancer institute & hospital | Tianjin Medical University Cancer Institute &Hospital | Tianjin Medical University Cancer Institute＆Hospital | Tianjin Medical University Cancer Institute & Hospital, | Tianjin Medical University, Cancer Institute & Hospital | TianJin Medical university Cancer Institute & Hospital | Tianjin Medical University cancer institute & Hospital | Tianjin Medical university cancer institute & Hospital | Tianjin Medical university cancer institute & hospital | Tianjin Medical University Cancer Institute& Hospital | TianJin Medical University Cancer Institute&Hospital",unmatched,0,NCT01836679,https://clinicaltrials.gov/study/NCT01836679,,[]
Jilin Cancer Hospital,Jilin,Changchun,195,76,Jilin Cancer Hospital | JILIN Cancer Hospital | JILIN cancer hospital | JiLin Cancer Hospital | Jilin cancer hospital,unmatched,0,NCT01040780,https://clinicaltrials.gov/study/NCT01040780,,[]
"Xuanwu Hospital, Capital Medical University",Beijing Municipality,Beijing,194,94,"Xuanwu Hospital, Capital Medical University | Xuanwu Hospital Capital Medical University | Xuanwu Hospital,Capital Medical University | Xuan Wu Hospital，Capital Medical University | Xuanwu Hospital，Capital Medical University | Xuanwu Hospital, Capital Medical University. | Xuanwu Hospital ,Capital Medical University | Xuanwu Hospital-Capital Medical University | Xuanwu hospital capital medical university | Xuan Wu Hospital,Capital Medical University | XuanWu Hospital, Capital Medical University | Xuanwu hospital, Capital Medical University | Xuan Wu Hospital, Capital Medical University | Xuanwu hospital Capital Medical University",unmatched,0,NCT00664846,https://clinicaltrials.gov/study/NCT00664846,,[]
The First Affiliated Hospital of Guangzhou Medical University,Guangdong,Guangzhou,193,89,"The First Affiliated Hospital of Guangzhou Medical University | The First Affiliated Hospital Of Guangzhou Medical University | the First Affiliated Hospital of Guangzhou Medical University | The First Affiliated Hospital of Guangzhou Medical University. | The first affiliated hospital of Guangzhou Medical University | The first affiliated hospital of Guangzhou medical university | The first Affiliated Hospital of Guangzhou Medical University | The first affiliated hospital of guangzhou medical university | the First Affiliated Hospital of Guangzhou Medical University, | The First affiliated Hospital of Guangzhou Medical University | The first Affiliated Hospital of Guangzhou medical University | The first affiliated hospital of guangzhou medical University | the First Affiliated Hospital of Guangzhou Medical university",unmatched,0,NCT01637675,https://clinicaltrials.gov/study/NCT01637675,,[]
The Second Affiliated Hospital Zhejiang University School of Medicine,Zhejiang,Hangzhou,185,93,"The Second Affiliated Hospital Zhejiang University School of Medicine | The Second Affiliated Hospital, Zhejiang University School of Medicine | The Second Affiliated Hospital Zhejiang University School Of Medicine | the Second Affiliated Hospital Zhejiang University School of Medicine | The Second Affiliated Hospital Zhejiang University School of Medicine. | The Second affiliated Hospital, Zhejiang University School of Medicine | the Second Affiliated Hospital, Zhejiang University School of Medicine | The second affiliated hospital Zhejiang university school of medicine | The Second Affiliated Hospital, Zhejiang University School of Medicine. | The Second Affiliated Hospital, Zhejiang University, School Of Medicine | The Second Affiliated Hospital, Zhejiang University, School of Medicine | The Second Affiliated Hospital Zhejiang University School of Medicine, | The second affiliated hospital, Zhejiang University School of Medicine | the second Affiliated Hospital, Zhejiang University School of Medicine | the second affiliated hospital, Zhejiang University School of Medicine | The Second Affiliated Hospital Zhejiang University school of Medicine | The Second Affiliated Hospital，Zhejiang University School of Medicine | The Second Affiliated hospital Zhejiang University School of Medicine | The second affiliated hospital Zhejiang university School of Medicine | The second affiliated hospital zhejiang university school of medicine | the second affiliated hospital Zhejiang University School of Medicine",unmatched,0,NCT01471522,https://clinicaltrials.gov/study/NCT01471522,,[]
"Huashan Hospital, Fudan University",Shanghai Municipality,Shanghai,184,63,"Huashan Hospital, Fudan University | Huashan Hospital Fudan University | Huashan Hospital,Fudan University | Huashan Hospital，Fudan University | Huashan Hospital ,Fudan University | Huashan hospital, Fudan University | Huashan Hospital FuDan University | Huashan hospital,Fudan university | Huashan Hospital, Fudan University. | HuaShan Hospital, Fudan University | Huashan Hospital, FuDan University | Huashan hospital, Fudan university | Huashan hospital Fudan university",unmatched,0,NCT00664846,https://clinicaltrials.gov/study/NCT00664846,,[]
Beijing Hospital,Beijing Municipality,Beijing,183,58,Beijing Hospital | Beijing hospital | BeiJing Hospital | Bei Jing Hospital,unmatched,0,NCT00474409,https://clinicaltrials.gov/study/NCT00474409,,[]
Nanjing First Hospital,Jiangsu,Nanjing,183,54,Nanjing First Hospital | Nanjing first hospital | Nan Jing First Hospital | NanJing First Hospital | Nanjing Firsthospital,unmatched,0,NCT00786136,https://clinicaltrials.gov/study/NCT00786136,,[]
